"BYLINE","DATE","DATELINE","HEADLINE","LENGTH","PUBLICATION","SECTION","TITLE"
"Rebecca Perring","November 3, 2016 Thursday 10:40 AM GMT",,"Gloating Remoaners hail Article 50 High Court ruling to block Brexit as REAL DEMOCRACY","819 words","Express Online",,
"Alison Little","November 9, 2016 Wednesday",,"PM tells Brexit saboteurs to back off","816 words","The Express","NEWS; Pg. 4,5",
"BEN CHU","November 4, 2016 Friday",,"Bank of England forecasts record inflation rise over fears of hard Brexit","812 words","The Independent - Daily Edition","NEWS; Pg. 16",
"Dominic Frisby","November 2, 2016 Wednesday 12:11 PM GMT",,"Don't blame Brexit for the plunging pound and rising inequality - it's the fault of Mark Carney; Quantitative easing pushes up the price of assets. The problem is you and I don't normally own the assets in question.The financial sector is enriched while everybody else gets left behind","812 words","The Independent (United Kingdom)","VOICES",
"By Simon Johnson, Scottish Political Editor","November 3, 2016 Thursday 10:00 PM GMT",,"Former Scottish Government minister: Several SNP MSPs secretly voted for Brexit","811 words","telegraph.co.uk","NEWS",
"Heather Stewart Political editor","November 2, 2016 Wednesday 12:01 AM GMT",,"Philip Hammond urged to shelve tax cuts and help poorer families; Chancellor should use first autumn statement to shield those on low incomes from Brexit impact, says thinktank","810 words","The Guardian","UK NEWS",
"Will Worley","November 7, 2016",,"Britain's MEPs get a Brexit bonus; PARLIAMENT","81 words","i-Independent Print Ltd","NEWS; Pg. 5",
"Neil Squires","November 13, 2016 Sunday 11:00 PM GMT",,"Exclusive: Maro Itoje opens up on breaking rugby mould, Trump and Brexit in big interview","805 words","Express Online",,
"Tom Peck","November 6, 2016 Sunday 12:20 AM GMT",,"Theresa May's attack on foreign students could damage post-Brexit trade with India; But the Prime Minister will face tough questions over new visarestrictions for high-skilled workers likely to affect the Indian IT sector","805 words","The Independent (United Kingdom)","UK POLITICS",
"By Telegraph View","November 6, 2016 Sunday 10:00 PM GMT",,"Judges should have stayed out of the Brexit process. It's up to the Supreme Court to fix their mistake","804 words","telegraph.co.uk","OPINION",
"Francis Elliott","November 5, 2016 Saturday",,"Stop the attacks, May told; Abuse of independent judiciary over Brexit ruling 'threatens democracy' ; 'Chilling attacks' on judges must stop, PM is warned","804 words","The Times (London)","NEWS; Pg. 1,6",
"Alison Flood","November 3, 2016 Thursday 12:01 AM GMT",,"Brexit named word of the year, ahead of Trumpism and hygge; After seeing an 'unprecedented surge' in use, the much-adapted term is said by lexicographers to be 'politics's most important contribution to the language for 40 years'","804 words","The Guardian","BOOKS",
"Ben Chu","November 3, 2016 Thursday 12:05 AM GMT",,"Brexit latest: Bank of England to present record inflation target overshoot; Central bank expected to reveal new economic forecasts showing the biggest overshoot of its official 2 per cent inflation target in its modern history","804 words","The Independent (United Kingdom)","BUSINESS NEWS",
"By Jason Beattie","November 3, 2016 Thursday 10:06 AM GMT",,"High Court rules Theresa May can't start Brexit without giving MPs a vote in crushing judgement; Three of England's top judges gave the historic ruling today in major setback to Theresa May.","801 words","mirror.co.uk","NEWS,UK NEWS",
"JAMES TAPSFIELD, POLITICAL EDITOR FOR MAILONLINE","November 7, 2016 Monday 9:20 AM GMT",,"Visa rules for Indian students COULD be loosened, says Theresa May as she lays the groundwork for post-Brexit trade deal on visit","800 words","MailOnline","NEWS",
"By Kate McCann, Senior Political Correspondent and Christopher Hope, Chief Political Correspondent","November 6, 2016 Sunday 10:00 PM GMT",,"Theresa May issues a staunch defence of the free press after media coverage of Brexit ruling","797 words","telegraph.co.uk","NEWS",
"Reiss Smith","November 3, 2016 Thursday 10:10 AM GMT",,"Who is Gina Miller? Meet woman who won Article 50 High Court case and put brakes on Brexit","797 words","Express Online",,
"NIGEL NELSON","November 6, 2016 Sunday",,"Brexit on my terms or I'll force an election; CORBYN PUTS ULTIMATUM TO THERESA MAY","795 words","Daily Mirror","NEWS; Pg. 6,7",
"By Telegraph Reporters","November 4, 2016 Friday 6:22 AM GMT",,"High Court's Article 50 decision: how newspapers around the world reacted to the Brexit ruling","793 words","telegraph.co.uk","NEWS",
"MARK SHAPLAND FOR THIS IS MONEY","November 4, 2016 Friday 8:59 AM GMT",,"FTSE LIVE: Footsie still falling, but pound hits fresh high as traders bet PM May's 'Hard' Brexit timetable will now be derailed and watered down","792 words","MailOnline","MARKETS",
"MATT DATHAN, POLITICAL CORRESPONDENT FOR MAILONLINE","November 7, 2016 Monday 10:52 AM GMT",,"Don't ignore the people! Nigel Farage threatens to lead 100,000-strong march outside Supreme Court on day of Brexit appeal ruling","790 words","MailOnline","NEWS",
"Jill Rutter","November 8, 2016 Tuesday 2:05 PM GMT",,"Preparing for a Donald Trump presidency is a tall order for Whitehall; Accused of failing to plan for Brexit, the UK civil service now has to tackle huge 'unknown unknowns' and prepare for the next US president","789 words","The Guardian","PUBLIC LEADERS NETWORK",
"IAN FLETCHER FOR THE DAILY MAIL","November 8, 2016 Tuesday 1:00 AM GMT",,"Another Brexit bonus... staff 'sickies' slump: Growing fears over job security means number of days taken off falls","786 words","MailOnline","NEWS",
"By Kate McCann, Senior Political Correspondent","November 3, 2016 Thursday 8:01 PM GMT",,"Brexit could be delayed by a year following High Court ruling","786 words","telegraph.co.uk","NEWS",
"HAMISH MCRAE FOR THE DAILY MAIL","November 4, 2016 Friday 5:29 PM GMT",,"HAMISH MCRAE: It is early days but European companies have more reason to be frightened of Brexit than British-based ones","785 words","MailOnline","COMMENT",
"Peter Dominiczak; Christopher Hope","November 12, 2016 Saturday",,"Ministers to argue that Article 50 can be stopped; Government hopes to avoid Parliamentary vote by convincing Supreme Court that Brexit is reversible","783 words","The Daily Telegraph (London)","NEWS; Pg. 14",
"DOMINIC FRISBY","November 3, 2016 Thursday",,"Brexit's not to blame for the plunging pound and rising inequality - Mark Carney is","783 words","The Independent - Daily Edition","COMMENT; Pg. 32",
"JAY WATTS","November 13, 2016 Sunday",,"How self-help books and our mental health fixation created Brexit and Trump","782 words","The Independent - Daily Edition","COMMENT; Pg. 30",
"Patrick Wintour Diplomatic editor","November 10, 2016 Thursday 8:17 PM GMT",,"London-based banks face 'nightmarish' choices after Brexit; Loss of London's euro-clearing rights would mean business being transferred to Frankfurt or Paris, says Japanese ambassador","782 words","The Guardian","POLITICS",
"By Jason Beattie","November 3, 2016 Thursday 2:18 PM GMT",,"High Court Brexit ruling: What happens next? Guide as judges tell PM she can't invoke Article 50 alone; The legal challenge verdict is in and it's a blow for the PM. So what does it mean, and what happens next, and will we have a snap election?","780 words","mirror.co.uk","NEWS,UK NEWS",
"JAMES MOORE","November 5, 2016 Saturday",,"Brexit 'spinning out of control', top bosses warn; Martin Sorrell among UK business leaders to issue urgent alarm call over the devastating cost of new EU uncertainty EXCLUSIVE","78 words","The Independent - Daily Edition","NEWS; Pg. 1",
"Rachael Pells","November 10, 2016 Thursday 5:24 PM GMT",,"Student Finance loans 'illegal and unenforceable', says top lawyer; Equity laws restated during the recent High Court Brexit case could provide hope for those being 'exploited' by 'mis-sold' student loans, argues Estelle Clarke","778 words","The Independent (United Kingdom)","NEWS",
"Simon Sapper","November 4, 2016 Friday 1:10 PM GMT",,"The House of Lords has suddenly come into its own - white knights in ermine could save our country from Brexit yet; In the past the Lords has acted as a valuable safety net for the Commons' shortcomings - recently on veering from modern slavery, lobbying, pensions, trade union reform and privatisation of Royal Mail. They may not be to everyone's taste, but we would have seriously missed them if they weren't there","777 words","The Independent (United Kingdom)","VOICES",
"By Michael Wilkinson, Political Correspondent","November 9, 2016 Wednesday 6:56 AM GMT",,"'This is bigger than Brexit': Britain reacts as Donald Trump looks set to be next US president","775 words","telegraph.co.uk","NEWS",
"David Maddox","November 5, 2016 Saturday",,"MAY PLEDGES NO DELAY ON EU EXIT; PM reacts as 99% of Daily Express readers say: We have been betrayed Confident May tells EU leaders: Brexit timetable is still on track","775 words","The Express","NEWS; Pg. 1,4,5",
"Rebecca Flood","November 6, 2016 Sunday 4:24 PM GMT",,"We WON'T block Brexit' Corbyn humiliated as Tom Watson says 'British people have spoken'","774 words","Express Online",,
"John Chapman","November 3, 2016 Thursday 9:31 PM GMT",,"Former model who led bid to scupper EU vote says Brexit makes her feel 'physically sick'","774 words","Express Online",,
"JAMES SLACK, POLITICAL EDITOR IN DELHI FOR THE DAILY MAIL","November 7, 2016 Monday 12:48 AM GMT",,"We WILL control migration, May tells the Remain plotters: PM declares 'the people have spoken' after group of MPs bid to block Brexit unless free movement can continue","773 words","MailOnline","NEWS",
"By Michael Wilkinson, Political Correspondent","November 7, 2016 Monday 10:12 AM GMT",,"Labour demands for Theresa May to reveal Brexit negotiation strategy before triggering Article 50 are 'foolish'","773 words","telegraph.co.uk","NEWS",
"Rupa Huq","November 4, 2016 Friday 1:14 PM GMT",,"The UK was already short of curry chefs. Now the Brexit vote has made it worse; The industry's trade body believed Vote Leave's promise that chefs from the Indian subcontinent would be welcome if the UK left the EU. More fool them","773 words","The Guardian","OPINION",
"TIM SCULTHORPE, MAILONLINE DEPUTY POLITICAL EDITOR","November 11, 2016 Friday 9:54 AM GMT",,"Opposition MPs vow to try and BLOCK Brexit if there is no promise for a second referendum on the final deal","772 words","MailOnline","NEWS",
"By Ben Riley-Smith, Assistant Political Editor","November 5, 2016 Saturday 10:55 AM GMT",,"Brexit legal case: Liz Truss breaks silence over Article 50 row to defence judiciary","772 words","telegraph.co.uk","NEWS",
"Jon Henley, Jennifer Rankin and Philip Oltermann","November 3, 2016 Thursday 3:59 PM GMT",,"Article 50 ruling: EU envoys warn Brexit delay 'unwelcome'; EU diplomats say need for Westminster vote and parliamentary scrutiny on Britain leaving union may skew timetableHelp fund our journalism by becoming a Guardian Supporter","772 words","The Guardian","POLITICS",
"David Maddox","November 4, 2016 Friday 5:43 PM GMT",,"Germany warns Remoaners not to leave Britain 'in limbo' over Brexit","770 words","Express Online",,
,"November 8, 2016 Tuesday",,"BREXIT 'CON'","77 words","The Sun (England)","NEWS; Pg. 2",
"Greg Heffer, Political Reporter","November 4, 2016 Friday 4:05 PM GMT",,"Tory MP calls for 1,000 pro-Brexit peers amid fear Lords could DEFY parliamentary rules","765 words","Express Online",,
"LAURA LAMBERT AND IZZY FERRIS FOR THE DAILY MAIL","November 3, 2016 Thursday 11:23 PM GMT",,"Famous Five enter the 21st Century! Quintet go gluten free, give up booze and visit Brexit Island in new series of tongue-in-cheek books","765 words","MailOnline","NEWS",
"Editorial","November 2, 2016 Wednesday 8:12 PM GMT",,"The Guardian view on Brexit: MPs must raise their game; The high court's ruling on article 50 should be neither the beginning nor the end of a greater engagement by parliament with the Brexit agenda","765 words","The Guardian","OPINION",
"ALEXANDER ROBERTSON FOR MAILONLINE","November 13, 2016 Sunday 3:14 PM GMT",,"Brexit doom lurks for consumers as 'gaps on shelves' at M&S predicted and experts warn of price hikes for electrical goods, energy and petrol in the New Year","764 words","MailOnline","NEWS",
"ANDREW PIERCE FOR THE DAILY MAIL","November 7, 2016 Monday 1:38 AM GMT",,"And now here's the next lot lining up to have a go: EU links of judges who will rule on Brexit impact ","763 words","MailOnline","NEWS",
"Nils Pratley","November 3, 2016 Thursday 7:48 PM GMT",,"Mark Carney changes his tune as consumers dance on; The Bank of England's forecasts over Brexit have gone embarrassingly awry but it warnings over inflation are likely to prove more accurate","761 words","The Guardian","BUSINESS",
,"November 3, 2016 Thursday",,"'Hard Brexit, sick patients'","76 words","Daily Mirror","NEWS; Pg. 18",
"David Maddox ; Alison Little","November 8, 2016 Tuesday",,"MPs on both sides say... 'Just get on with Brexit'","755 words","The Express","NEWS; Pg. 4,5",
"JAMES TAPSFIELD, POLITICAL EDITOR FOR MAILONLINE","November 4, 2016 Friday 11:15 AM GMT",,"Pro-Brexit Tory MP QUITS after venting anger at Theresa May's refusal to give parliament a vote on cutting ties with Brussels","755 words","MailOnline","NEWS",
"Reiss Smith","November 3, 2016 Thursday 2:56 PM GMT",,"Article 50 case: Who are the unelected High Court judges whose ruling could block Brexit?","755 words","Express Online",,
"Tom Martin","November 8, 2016 Tuesday 5:34 PM GMT",,"Nicola Sturgeon hires senior Scotland law officer to try and BLOCK Brexit","754 words","Express Online",,
