"BYLINE","DATE","DATELINE","HEADLINE","LENGTH","PUBLICATION","SECTION","TITLE"
"Matthew Weaver and Anushka Asthana","October 21, 2016 Friday 8:41 AM GMT",,"May: UK will remain at centre of EU decision-making until Brexit; Prime minister angers European leaders at first EU summit by saying Britain wants to maintain central role until it leaves","764 words","The Guardian","POLITICS",
"MATT DATHAN, POLITICAL CORRESPONDENT FOR MAILONLINE","November 1, 2016 Tuesday 10:58 AM GMT",,"Now THAT'S a good Brexit deal! EU is paying Eurocrat £75,000 to do NOTHING for more than two years","763 words","MailOnline","NEWS",
"Patrick Wintour Diplomatic editor","October 24, 2016 Monday 5:48 PM GMT",,"UK will need interim EU deal before Brexit, says ex-Foreign Office chief; Sir Simon Fraser says short-term deal will be necessary even if Brexit is negotiated within two years of triggering article 50","763 words","The Guardian","POLITICS",
"Joe Barnes","October 28, 2016 Friday 10:04 AM GMT",,"'The great Remain sulk!' EU-supporters urged to 'leave behind' the views and back Brexit","761 words","Express Online",,
"Alex Bell","October 28, 2016 Friday 1:54 PM GMT",,"Scotland faces an NHS crisis - another reason the SNP needs a 'successful' Brexit; Nicola Sturgeon seems to now realises that Scotland can't afford an unreformed NHS, but Brexit could tie her hands","760 words","The Guardian","OPINION",
"James Moore","October 26, 2016 Wednesday 10:41 AM GMT",,"Stop comparing the Canadian Ceta deal to Brexit - we are going to suffer much more in our trade negotiations; Goodwill and good PR are powerful currencies, and JustinTrudeau has lots of both, in stark contrast to Theresa May's nasty and inward looking Tory administration","757 words","The Independent (United Kingdom)","VOICES",
"Zoe Efstathiou","October 25, 2016 Tuesday 12:01 AM GMT",,"Chancellor must show CONFIDENT Brexit vision to protect economy, warns William Hague","757 words","Express Online",,
"Hamish McRae","October 29, 2016 Saturday 11:49 AM GMT",,"How could the financial experts have got it so wrong on the economy yet again?; All of the forecasters overestimated the impact the Brexit vote would have on personal consumption. They thought people might hold off on major purchases as a result of the shock","755 words","The Independent (United Kingdom)","VOICES",
"Denis MacShane","October 27, 2016 Thursday 1:40 PM GMT",,"After the latest growth figures, the Tories may have to rethink their Brexit strategy; For three centuries the Conservative Party has existed to protect, preserve and increase the wealth of the nation. When that wealth demonstrably starts to be reduced,its politics will have to change","753 words","The Independent (United Kingdom)","VOICES",
"By Tim Wallace","October 27, 2016 Thursday 9:13 AM GMT",,"UK economy grows 0.5pc in the wake of Brexit vote, defying recession fears","753 words","telegraph.co.uk","BUSINESS",
,"October 29, 2016 Saturday",,"Summer's over in Brexit Britain; Ali Smith is at her best in this playful - and timely - tale, says Melissa Katsoulis","752 words","The Times (London)","FEATURES; Pg. 47",
,"November 1, 2016",,"'Britain was like a dream... but now I watch my back'; SOCIETY For many Poles, life in the UK has turned sour since the Brexit vote. Jill Lawless met one man whose friend died after a street attack","751 words","i-Independent Print Ltd","NEWS; Pg. 24",
,"October 29, 2016 Saturday",,"BRAZEN BLAIR BACKS BID TO PREVENT BREXIT","748 words","DAILY MAIL (London)",,
"By Ben Riley-Smith, Assistant Political Editor","October 22, 2016 Saturday 8:30 PM GMT",,"Queen facing million-pound black hole in estate finances after Brexit","748 words","telegraph.co.uk","NEWS",
"Tim Jonze","October 24, 2016 Monday 7:30 AM GMT",,"Why jury service restored my faith in Brexit Britain; We've been told over the past year that the UK is a divided country, the population barely able to tolerate each other. But, in the jury room, we all got along famously","747 words","The Guardian","OPINION",
"Rowena Mason and Peter Walker","October 28, 2016 Friday 9:51 AM GMT",,"Tony Blair's mobilisation against Brexit call sparks mixed response; Former PM called a snake oil salesman by one Tory MP after appeal to remain voters, while No 10 says no second referendum","746 words","The Guardian","POLITICS",
"DENIS MACSHANE","October 28, 2016 Friday",,"The latest growth figures may force the Tories to rethink their Brexit strategy","742 words","The Independent - Daily Edition","COMMENT; Pg. 34",
,"October 31, 2016 Monday",,"Brexit gives Blair a right royal beating","741 words","The Sun (England)","EDITORIAL; OPINION COLUMNS; Pg. 10",
"Charlotte England","October 29, 2016 Saturday 3:03 PM GMT",,"Uproar in Spain over videos of Brexit-related attacks in UK; Man from Bournemouth found guilty of hitting27-year-old from Valencia around the headwith a wooden plank","739 words","The Independent (United Kingdom)","HOME NEWS",
"By Jason Beattie","October 24, 2016 Monday 12:00 AM GMT",,"UK faces 'full-blown constitutional crisis' if PM, Scotland and Wales can't agree on Brexit; The stark warning comes as Theresa May holds her first summit at No10 with devolved leaders Nicola Sturgeon, Carwyn Jones and Arlene Foster","739 words","mirror.co.uk","NEWS,UK NEWS",
"ANDREW NICOLL","October 25, 2016 Tuesday",,"NOTHING ON THE TABLE; STURGEON FACES MAY IN EURO SUMMIT STALEMATE ; lNic attacks Tory Brexit plan mystery ; lAnger at fruitless 2hr talk-in at No10 ; lNats vow to pull Scots from 'cliff edge'","737 words","The Sun (England)","EDITORIAL; OPINION COLUMNS; Pg. 10,11",
"Alice Foster","November 1, 2016 Tuesday 6:11 PM GMT",,"Nick Clegg slams Brexiteers for 'ludicrous utopianism' over post-Brexit trade tariffs","735 words","Express Online",,
"Alison Little","November 1, 2016 Tuesday 4:32 PM GMT",,"BREXIT OPTIMISM: Joy for British manufacturers as weaker pound has BOOSTED exports","735 words","Express Online",,
"Zlata Rodionova","October 31, 2016 Monday 8:17 AM GMT",,"Mark Carney to leave Bank two years early amid warnings UK faces 'darkest days'; The annoucement means Mr Carney will remain to see potentiallyturbulent Brexit negotiations though to the end","733 words","The Independent (United Kingdom)","BUSINESS NEWS",
,"October 23, 2016 Sunday",,"Do a hard Brexit; Emma Barnett advises a woman planning to confront a cheating husband to channel Theresa May","733 words","The Sunday Times (London)","MAGAZINE;FEATURES; Pg. 39",
"JAMES MOORE","October 27, 2016 Thursday",,"Stop comparing Canada's trade deal to Brexit - our situation is far worse","732 words","The Independent - Daily Edition","COMMENT; Pg. 32",
"Alison Little","October 24, 2016 Monday 9:55 AM GMT",,"Theresa May to offer Scotland, Wales and Northern Ireland involvement in Brexit process","732 words","Express Online",,
"By Peter Dominiczak, Political Editor and Peter Foster , Europe Editor","October 21, 2016 Friday 4:14 PM GMT",,"EU is 'impossible' to do deals with, Canada says sparking fears about Brexit negotiations","732 words","telegraph.co.uk","NEWS",
"EMMA GLANFIELD FOR MAILONLINE","October 25, 2016 Tuesday 1:37 PM GMT",,"Tesco boss warns price of your shopping WILL rise 3% thanks to fall in the pound after Brexit vote","731 words","MailOnline","NEWS",
,"October 31, 2016 Monday",,"Brexit gay affair row","73 words","The Sun (England)","NEWS; Pg. 6",
"Greg Heffer, Political Reporter","October 27, 2016 Thursday 5:42 PM GMT",,"Suzanne Evans: Labour putting 'elitist agenda above will of people' over Brexit","729 words","Express Online",,
"John Crace","October 24, 2016 Monday 7:24 PM GMT",,"Theresa May: back from Brussels but still in fantasyland; After putting EU leaders in their place over the weekend the prime minister revealed her Brexit masterplan: we are going to make it up as we go along","727 words","The Guardian","POLITICS",
"CHRIS GRAYLING","October 23, 2016 Sunday",,"Let's get airports sorted then Brexit can really take off; Aviation directly supports 230,000 jobs in Britain It contributes £20bn each year to the UK economy By 2040 every London airport will be full to capacity unless we build a new runway","727 words","The Sun (England)","FEATURES; Pg. 14",
,"October 22, 2016 Saturday",,"Non! May in spat over attempt to hold Brexit talks in French","724 words","The Times (London)","NEWS; Pg. 8,9",
"Henry McDonald","October 26, 2016 Wednesday 8:54 AM GMT",,"Brexit vote will ?put ethnic minorities ?off politics, says ex-assembly member; Hong Kong-born Anna Lo predicts anti-foreigner violence will increase in Northern Ireland as Brexit approaches","723 words","The Guardian","POLITICS",
"Greg Heffer, Political Reporter","October 28, 2016 Friday 12:00 AM GMT",,"BREAKING: Northern Ireland CANNOT veto Brexit, court rules","720 words","Express Online",,
,"October 22, 2016",,"Shares go up, sterling goes down and gilts sparkle; INVESTING Motley Fool on the effect the Brexit vote has had on the economy","720 words","i-Independent Print Ltd","BUSINESS; Pg. 56",
"GLEN OWEN POLITICAL CORRESPONDENT FOR THE MAIL ON SUNDAY","October 22, 2016 Saturday 9:46 PM GMT",,"May is told to call off the Brexit 'attack dogs': Top Tories demand an end to the bitter battle with Chancellor Philip Hammond as they warn the UK is headed for a 'dirty' exit from the EU","720 words","MailOnline","NEWS",
"BY NO BYLINE AVAILABLE","October 22, 2016 Saturday",,"SORRELL'S BREXIT ANGER","72 words","DAILY MAIL (London)",,
"Ben Chapman","November 1, 2016 Tuesday 5:50 PM GMT",,"Brexit-backing hedge fund billionaire who made millions on referendum result warns economy 'destined for recession'; Crispin Odey backed Vote Leave and made millionsas stock market sank after referendum - now he says the economy will shrink and inflation will rise","718 words","The Independent (United Kingdom)","BUSINESS NEWS",
"By Simon Johnson, Scottish Political Editor","October 30, 2016 Sunday 6:30 PM GMT",,"Scottish independence 'greater threat to financial services industry than Brexit'","718 words","telegraph.co.uk","NEWS",
"Sofia Delgado","October 28, 2016 Friday 5:01 PM GMT",,"Gloomy Remainer warns landmark Brexit deal could open 'can of worms'","717 words","Express Online",,
"By David Millward","October 27, 2016 Thursday 8:31 AM GMT",,"Will UK travellers be able to claim compensation for flight delays after Brexit?","715 words","telegraph.co.uk","TRAVEL",
"HOWARD DAVIES","October 24, 2016 Monday",,"Only Heathrow can broaden our horizons; Our post-Brexit business credentials depend on a third runway. We cannot delay the issue any longer","714 words","The Daily Telegraph (London)","FEATURES; Pg. 16",
"By Ambrose Evans-Pritchard","October 24, 2016 Monday 6:47 PM GMT",,"Sweden holds out olive branch to Brexit Britain","713 words","telegraph.co.uk","BUSINESS",
"Editorial","October 23, 2016 Sunday 4:17 PM GMT",,"We are lurching away from a hard or soft Brexit, and towards a 'stupid Brexit'; As far as interest rate decisions go, this should be above politics. The whole point of giving the Bank of England independence was to take monetary policy out of government","713 words","The Independent (United Kingdom)","EDITORIALS",
"Hamish McRae","October 30, 2016 Sunday 4:30 PM GMT",,"Mark Carney's future at the Bank of England and four other things to look for this week in economics; He has been under attack from Tory backbenchers and former ministers for being anti-Brexit, and the policy of ultra-low rates more generally has been criticised by other politicians, including the Prime Minister","712 words","The Independent (United Kingdom)","VOICES",
,"October 30, 2016 Sunday",,"Brexit banter at the baize, then it's my cue to get back on stage; MY WEEK AONGHUS MCANALLY ; The broadcaster and performer hears some surprising views at the billiards table before preparing for his next Christie Hennessy tribute show","711 words","The Sunday Times (London)","EDITORIAL; OPINION COLUMNS; Pg. 17",
"Toby Helm and Patrick Maguire","October 29, 2016 Saturday 8:29 PM GMT",,"Lib Dems pin hopes on Richmond as Heathrow row adds to Brexit blues; 'Terrified' PM abandoned Heathrow opposition to appease big business, says Lib Dem candidate Sarah Olney","707 words","The Observer (London)","POLITICS",
"Siobhan McFadyen","October 26, 2016 Wednesday 3:52 PM GMT",,"Theresa May's advisors paid £1000 an hour till 2019 to execute Brexit strategy","707 words","Express Online",,
,"October 24, 2016 Monday 3:26 PM GMT",,"Hard Brexit would cost EU £8bn more than Britain (per year); EU companies would have to pay£13 billion year compared to £5 billionfor British firms, says study","704 words","The Independent (United Kingdom)","UK POLITICS",
"By Phil Clarke","October 21, 2016 Friday 8:13 PM GMT",,"Alors, le compromise M. Barnier - nous parlons le Brexit talks en franglais, OK?","703 words","telegraph.co.uk","NEWS",
"ADRIAN LOWERY FOR THISISMONEY.CO.UK","October 27, 2016 Thursday 10:02 AM GMT",,"Bank of England to shelve record rate cut and QE as UK economic growth holds up well after Brexit vote","702 words","MailOnline","NEWS",
"CHARLOTTE ENGLAND","October 30, 2016 Sunday",,"Uproar in Spain over videos of 'Brexit-related attacks'","701 words","The Independent - Daily Edition","NEWS; Pg. 7",
"By Tara Cunningham, Business Reporter","October 27, 2016 Thursday 8:00 AM GMT",,"Pound hits one-week high after data shows UK economy grew by 0.5pc after Brexit vote","7008 words","telegraph.co.uk","BUSINESS",
"Nigel Nelson","October 30, 2016",,"RUSSIANS' BREXIT BOOST","70 words","The People","FEATURES; OPINION COLUMN; Pg. 14",
,"October 23, 2016 Sunday",,"Sturgeon exploiting Brexit fears; Letters to the Editor","699 words","The Sunday Times (London)","Pg. 26",
"JASON GROVES, DEPUTY POLITICAL EDITOR FOR THE DAILY MAIL","October 28, 2016 Friday 11:53 PM GMT",,"Nissan 'threatened to quit the UK for France and Spain unless it won guarantees on not losing out from Brexit'","695 words","MailOnline","NEWS",
"By Simon Johnson, Scottish Political Editor","October 27, 2016 Thursday 5:00 AM GMT",,"Survey: Scottish independence threat causing more economic damage than Brexit","693 words","telegraph.co.uk","NEWS",
